"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"4531";"«Богородский храм», Краснобогатырская улица (4531)";"37.69426254";"55.81493563";"Краснобогатырская улица";"Юго-Восточный административный округ";"Южнопортовый район";"Тм11; Тм4Л";"Богородский храм";"";"да";"ГУП «Мосгортранс»";"активна";"889089174";"0101000000A6114C98DDD84240FB988BCF4FE84B40";"";
"4532";"«Платф. Новогиреево», Фрязевская улица (4532)";"37.81673633";"55.74469546";"Фрязевская улица";"Восточный административный округ";"район Новогиреево";"А776; А842; А36; А276; А645; А833; А254; А133; А662; А237";"Платф. Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089176";"01010000000C67E9D08AE8424000174B2E52DF4B40";"";
"4533";"«Ивановское», Саянская улица (4533)";"37.83811803";"55.76760207";"Саянская улица";"Юго-Восточный административный округ";"Южнопортовый район";"А833; А133";"Ивановское";"";"да";"ГУП «Мосгортранс»";"активна";"889089177";"0101000000DB849C7347EB4240F77EDDC840E24B40";"";
"4534";"«Ивановский мост», улица Сталеваров (4534)";"37.84049266";"55.77076321";"улица Сталеваров";"Южный административный округ";"Даниловский район";"А20; А833; А133";"Ивановский мост";"";"да";"ГУП «Мосгортранс»";"активна";"889089178";"0101000000319D734395EB42407AF46D5EA8E24B40";"";
"4535";"«Ул. Сталеваров», шоссе Энтузиастов (4535)";"37.83538282";"55.77465731";"шоссе Энтузиастов";"Юго-Восточный административный округ";"Южнопортовый район";"А20; А833";"Ул. Сталеваров";"";"да";"ГУП «Мосгортранс»";"активна";"889089179";"010100000027C501D3EDEA4240570782F827E34B40";"";
"4536";"«Ш. Энтузиастов, 98», шоссе Энтузиастов (4536)";"37.83028505";"55.77339206";"шоссе Энтузиастов";"Юго-Восточный административный округ";"Южнопортовый район";"А20; А833";"Ш. Энтузиастов, 98";"";"да";"ГУП «Мосгортранс»";"активна";"889089180";"0101000000CA0DD0C746EA4240D157D282FEE24B40";"";
"4537";"«3-я Владимирская ул.», шоссе Энтузиастов (4537)";"37.7832429";"55.76449824";"шоссе Энтузиастов";"Юго-Восточный административный округ";"район Печатники";"А214; А211; А20; А702";"3-я Владимирская ул.";"";"нет";"";"активна";"889089182";"01010000007F29A84D41E4424025530D14DBE14B40";"";
"4539";"«Метро Авиамоторная», шоссе Энтузиастов (4539)";"37.71515173";"55.75098743";"шоссе Энтузиастов";"Юго-Восточный административный округ";"район Лефортово";"А805; АМ8; А759; А859; АТ53; АН4; А125; АТ30";"Метро Авиамоторная";"";"да";"ГУП «Мосгортранс»";"активна";"889089183";"0101000000900386178ADB42404FC7295B20E04B40";"";
"4541";"«Ш. Энтузиастов, 94», шоссе Энтузиастов (4541)";"37.82570013";"55.77212587";"шоссе Энтузиастов";"Юго-Восточный административный округ";"район Печатники";"А20; А833; А237";"Ш. Энтузиастов, 94";"";"да";"ГУП «Мосгортранс»";"активна";"889089184";"01010000009453B78AB0E94240D5054005D5E24B40";"";
"4542";"«Ш. Энтузиастов, 98», шоссе Энтузиастов (4542)";"37.8318702945";"55.7736033445";"шоссе Энтузиастов";"Юго-Восточный административный округ";"район Печатники";"А20; А833; А237";"Ш. Энтузиастов, 98";"";"да";"ГУП «Мосгортранс»";"активна";"889089185";"010100000019B2CEB97AEA4240145A346F05E34B40";"";
"4543";"«Ул. Сталеваров», улица Сталеваров (4543)";"37.83754751";"55.77421403";"улица Сталеваров";"Восточный административный округ";"район Ивановское";"А20; А833; А237";"Ул. Сталеваров";"";"да";"ГУП «Мосгортранс»";"активна";"889089186";"0101000000EB25BEC134EB4240297A017219E34B40";"";
"4544";"«Ивановский мост», улица Сталеваров (4544)";"37.84024429";"55.77007957";"улица Сталеваров";"Юго-Восточный административный округ";"район Текстильщики";"А20; А833; А237";"Ивановский мост";"";"да";"ГУП «Мосгортранс»";"активна";"889089187";"0101000000B219F91F8DEB4240DF3BA4F791E24B40";"";
"4545";"«Ивановское», Саянская улица (4545)";"37.83586134";"55.76757534";"Саянская улица";"Восточный административный округ";"район Ивановское";"А20; А833; А615; А133; А237; А247; А659; А617";"Ивановское";"";"да";"ГУП «Мосгортранс»";"активна";"889089189";"010100000037A51F81FDEA42400F42A3E83FE24B40";"";
"4546";"«Платф. Новогиреево», Фрязевская улица (4546)";"37.81717749";"55.74430657";"Фрязевская улица";"Юго-Восточный административный округ";"район Кузьминки";"А776; А842; А36; А276; А645; А833; А254; А133; А237";"Платф. Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089190";"0101000000E749A14599E84240892C0C7045DF4B40";"";
"4547";"«Свободный просп.», Свободный проспект (4547)";"37.81422392";"55.74484875";"Свободный проспект";"Юго-Восточный административный округ";"район Кузьминки";"А133";"Свободный просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889089191";"0101000000AE024A7D38E84240B6DB2E3457DF4B40";"";
"4548";"«Кусковская ул.», улица Плеханова (4548)";"37.76998256";"55.73877922";"улица Плеханова";"Юго-Восточный административный округ";"район Выхино-Жулебино";"А46; А131; А254; А449; А787; АТ77";"Кусковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089192";"01010000005ED8DCC98EE24240A46E465190DE4B40";"";
